,1 2 1082040961
17228,719 635 10841715
17229,371 191 10841715
17230,590 840 10841715
17231,19 806 108417159
17232,928 573 10841716
17233,884 928 10841716
17234,19 527 108417170
17235,950 913 10841718
17236,697 966 10841718
17237,393 498 10841719
17238,239 950 10841720
17239,498 393 10841720
17240,393 498 10841721
17241,697 341 10841721
17242,681 388 10841722
17243,388 681 10841724
17244,681 388 10841725
17245,239 950 10841725
17246,965 94 108417253
17247,498 393 10841725
17248,950 239 10841725
17249,393 498 10841726
17250,63 242 108417265
17251,777 297 10841726
17252,63 193 108417269
17253,63 949 108417274
17254,103 967 10841727
17255,809 771 10841728
17256,193 63 108417286
17257,809 884 10841729
17258,239 950 10841729
17259,396 378 10841729
17260,372 396 10841729
17261,840 724 10841730
17262,840 539 10841730
17263,840 590 10841730
17264,561 308 10841730
17265,968 78 108417306
17266,32 957 108417306
17267,254 277 10841730
17268,809 830 10841731
17269,561 103 10841731
17270,277 254 10841731
17271,561 727 10841731
17272,297 777 10841733
17273,770 44 108417334
17274,679 72 108417335
17275,68 375 108417336
17276,516 194 10841733
17277,74 379 108417340
17278,68 599 108417340
17279,967 103 10841734
17280,68 924 108417343
17281,346 345 10841734
17282,74 840 108417348
17283,72 679 108417349
17284,194 516 10841735
17285,103 967 10841735
17286,454 830 10841735
17287,68 840 108417354
17288,561 103 10841735
17289,53 953 108417361
17290,781 721 10841736
17291,809 830 10841736
17292,795 913 10841736
17293,704 605 10841736
17294,654 346 10841737
17295,966 697 10841737
17296,212 199 10841738
17297,679 72 108417386
17298,561 956 10841738
17299,801 42 108417387
17300,704 617 10841739
17301,830 454 10841739
17302,928 884 10841740
17303,928 725 10841741
17304,199 212 10841741
17305,396 372 10841741
17306,389 242 10841741
17307,834 708 10841742
17308,389 830 10841742
17309,32 654 108417426
17310,725 928 10841742
17311,389 619 10841742
17312,809 830 10841742
17313,41 928 108417430
17314,176 928 10841743
17315,389 41 108417432
17316,654 32 108417436
17317,389 498 10841743
17318,654 32 108417438
17319,68 952 108417443
17320,830 389 10841745
17321,498 389 10841745
17322,498 393 10841746
17323,928 41 108417463
17324,928 176 10841746
17325,389 830 10841746
17326,967 279 10841746
17327,967 279 10841747
17328,967 279 10841747
17329,389 498 10841747
17330,823 309 10841747
17331,967 279 10841747
17332,176 928 10841747
17333,142 244 10841748
17334,720 787 10841748
17335,928 725 10841748
17336,925 826 10841748
17337,36 189 108417493
17338,928 176 10841749
17339,830 389 10841749
17340,19 525 108417503
17341,823 498 10841750
17342,199 569 10841750
17343,679 306 10841750
17344,809 830 10841751
17345,498 389 10841751
17346,32 654 108417512
17347,176 928 10841751
17348,36 940 108417516
17349,594 765 10841751
17350,594 882 10841752
17351,73 617 108417522
17352,823 915 10841752
17353,679 341 10841752
17354,586 840 10841752
17355,683 67 108417532
17356,41 389 108417533
17357,498 823 10841753
17358,41 928 108417535
17359,447 400 10841753
17360,586 654 10841754
17361,834 168 10841754
17362,586 654 10841754
17363,569 199 10841754
17364,212 741 10841754
17365,61 940 108417546
17366,823 400 10841755
17367,325 859 10841755
17368,599 68 108417554
17369,364 509 10841755
17370,809 884 10841755
17371,725 928 10841756
17372,809 830 10841756
17373,364 532 10841756
17374,68 599 108417562
17375,36 834 108417563
17376,283 853 10841756
17377,823 498 10841756
17378,586 815 10841756
17379,283 297 10841756
17380,801 313 10841756
17381,835 492 10841757
17382,151 940 10841757
17383,586 969 10841757
17384,283 194 10841757
17385,498 823 10841758
17386,599 68 108417582
17387,36 940 108417583
17388,27 970 108417587
17389,809 830 10841758
17390,36 834 108417596
17391,777 297 10841759
17392,840 74 108417597
17393,36 19 1084175998
17394,840 586 10841759
17395,950 815 10841760
17396,823 498 10841760
17397,297 283 10841760
17398,492 835 10841760
17399,758 741 10841760
17400,950 341 10841760
17401,492 835 10841760
17402,725 952 10841760
17403,725 952 10841760
17404,181 967 10841760
17405,297 777 10841760
17406,492 835 10841760
17407,36 19 1084176140
17408,212 199 10841761
17409,809 830 10841761
17410,652 27 108417616
17411,777 297 10841761
17412,809 482 10841762
17413,297 777 10841762
17414,777 840 10841762
17415,586 840 10841762
17416,950 823 10841762
17417,940 151 10841763
17418,181 454 10841763
17419,777 297 10841763
17420,283 277 10841763
17421,835 492 10841763
17422,277 283 10841764
17423,283 277 10841764
17424,492 835 10841764
17425,277 283 10841764
17426,809 830 10841764
17427,212 303 10841764
17428,492 835 10841764
17429,782 536 10841764
17430,36 940 108417651
17431,823 950 10841765
17432,809 482 10841766
17433,871 783 10841766
17434,277 41 108417668
17435,199 569 10841766
17436,297 777 10841767
17437,341 950 10841767
17438,199 212 10841767
17439,950 823 10841767
17440,950 341 10841767
17441,823 950 10841767
17442,204 181 10841768
17443,341 950 10841768
17444,495 498 10841768
17445,814 913 10841768
17446,27 652 108417683
17447,204 498 10841768
17448,777 297 10841768
17449,277 823 10841768
17450,871 277 10841769
17451,871 495 10841769
17452,652 27 108417691
17453,950 823 10841769
17454,871 277 10841769
17455,950 341 10841769
17456,840 777 10841770
17457,809 830 10841770
17458,27 652 108417703
17459,725 697 10841770
17460,777 277 10841770
17461,652 27 108417709
17462,823 277 10841771
17463,277 777 10841771
17464,823 950 10841771
17465,871 277 10841771
17466,928 41 108417712
17467,782 483 10841771
17468,9 142 1084177146
17469,277 823 10841771
17470,9 142 1084177158
17471,928 176 10841771
17472,9 626 1084177185
17473,950 823 10841771
17474,72 679 108417722
17475,9 788 1084177229
17476,823 277 10841772
17477,871 277 10841772
17478,777 277 10841772
17479,27 652 108417724
17480,9 177 1084177248
17481,400 517 10841772
17482,940 36 108417726
17483,9 859 1084177271
17484,823 950 10841772
17485,277 823 10841772
17486,277 777 10841773
17487,9 683 1084177306
17488,652 27 108417730
17489,498 495 10841773
17490,176 928 10841773
17491,498 823 10841773
17492,400 859 10841773
17493,27 652 108417737
17494,871 277 10841773
17495,809 482 10841773
17496,777 277 10841774
17497,396 679 10841774
17498,173 194 10841774
17499,815 364 10841774
17500,325 952 10841774
17501,823 277 10841774
17502,652 27 108417744
17503,400 402 10841774
17504,277 871 10841774
17505,176 815 10841774
17506,950 823 10841774
17507,809 830 10841774
17508,823 498 10841774
17509,277 777 10841774
17510,277 823 10841775
17511,871 277 10841775
17512,823 950 10841775
17513,777 277 10841775
17514,400 447 10841775
17515,679 72 108417755
17516,48 274 108417757
17517,679 396 10841775
17518,601 103 10841775
17519,72 679 108417759
17520,396 400 10841776
17521,277 777 10841776
17522,27 652 108417761
17523,679 72 108417763
17524,277 871 10841776
17525,871 969 10841776
17526,823 277 10841776
17527,679 851 10841776
17528,601 400 10841776
17529,283 277 10841776
17530,498 823 10841776
17531,815 176 10841776
17532,9 601 1084177708
17533,176 815 10841777
17534,871 277 10841777
17535,884 928 10841777
17536,277 823 10841777
17537,777 277 10841777
17538,971 972 10841777
17539,68 173 108417779
17540,277 871 10841777
17541,652 27 108417781
17542,871 466 10841778
17543,297 777 10841778
17544,277 283 10841778
17545,950 823 10841778
17546,601 851 10841778
17547,325 713 10841778
17548,711 341 10841778
17549,871 277 10841778
17550,41 277 108417784
17551,396 679 10841778
17552,277 777 10841778
17553,557 926 10841778
17554,277 41 108417787
17555,823 498 10841778
17556,277 871 10841778
17557,283 277 10841779
17558,679 396 10841779
17559,815 176 10841779
17560,569 199 10841779
17561,41 815 108417792
17562,823 277 10841779
17563,277 283 10841779
17564,41 283 108417794
17565,783 871 10841779
17566,777 277 10841779
17567,341 711 10841779
17568,823 950 10841779
17569,41 277 108417797
17570,277 823 10841779
17571,277 41 108417799
17572,823 277 10841780
17573,871 783 10841780
17574,27 652 108417802
17575,448 973 10841780
17576,711 341 10841780
17577,176 815 10841780
17578,277 777 10841780
17579,871 831 10841780
17580,448 297 10841780
17581,973 448 10841781
17582,498 823 10841781
17583,972 971 10841781
17584,448 971 10841781
17585,652 27 108417814
17586,794 42 108417815
17587,950 823 10841781
17588,448 973 10841781
17589,809 884 10841781
17590,199 569 10841781
17591,928 283 10841782
17592,396 679 10841782
17593,971 448 10841782
17594,815 176 10841782
17595,831 871 10841782
17596,652 831 10841782
17597,364 815 10841782
17598,448 371 10841782
17599,831 652 10841782
17600,72 679 108417827
17601,971 974 10841782
17602,402 400 10841782
17603,364 815 10841782
17604,971 974 10841782
17605,969 719 10841782
17606,448 52 108417830
17607,341 711 10841783
17608,815 283 10841783
17609,652 831 10841783
17610,400 823 10841783
17611,782 721 10841783
17612,815 364 10841783
17613,41 815 108417835
17614,714 713 10841783
17615,823 498 10841783
17616,974 971 10841783
17617,448 626 10841783
17618,974 971 10841783
17619,823 950 10841783
17620,973 448 10841784
17621,569 199 10841784
17622,777 176 10841784
17623,199 971 10841784
17624,498 274 10841784
17625,498 823 10841784
17626,204 498 10841784
17627,448 69 108417848
17628,144 805 10841784
17629,652 194 10841784
17630,971 974 10841784
17631,950 823 10841785
17632,199 569 10841785
17633,203 194 10841785
17634,204 176 10841785
17635,823 498 10841785
17636,971 974 10841785
17637,974 971 10841785
17638,199 952 10841785
17639,831 652 10841785
17640,974 971 10841785
17641,823 950 10841785
17642,27 652 108417857
17643,971 199 10841785
17644,194 652 10841786
17645,652 831 10841786
17646,498 823 10841786
17647,969 961 10841786
17648,199 971 10841786
17649,143 201 10841786
17650,448 454 10841786
17651,971 974 10841786
17652,950 823 10841786
17653,448 59 108417868
17654,974 971 10841786
17655,41 943 108417869
17656,400 396 10841786
17657,652 194 10841787
17658,103 601 10841787
17659,199 949 10841787
17660,823 498 10841787
17661,297 448 10841787
17662,74 44 1084178758
17663,652 27 108417875
17664,783 871 10841787
17665,831 652 10841788
17666,498 823 10841788
17667,823 193 10841788
17668,204 498 10841788
17669,203 866 10841788
17670,448 831 10841788
17671,871 783 10841788
17672,823 498 10841788
17673,942 871 10841788
17674,306 679 10841788
17675,711 341 10841788
17676,823 950 10841788
17677,652 831 10841789
17678,871 942 10841789
17679,557 583 10841789
17680,194 652 10841789
17681,950 823 10841789
17682,783 871 10841789
17683,143 201 10841789
17684,144 142 10841789
17685,448 969 10841789
17686,871 783 10841789
17687,768 801 10841789
17688,498 823 10841790
17689,41 151 108417900
17690,823 950 10841790
17691,831 448 10841790
17692,144 189 10841790
17693,341 711 10841790
17694,852 851 10841790
17695,27 652 108417904
17696,151 41 108417906
17697,201 143 10841790
17698,823 498 10841790
17699,448 712 10841790
17700,41 969 108417907
17701,783 871 10841790
17702,569 199 10841790
17703,41 151 108417908
17704,950 823 10841790
17705,193 823 10841790
17706,448 967 10841791
17707,498 823 10841791
17708,396 400 10841791
17709,652 194 10841791
17710,711 341 10841791
17711,652 322 10841791
17712,151 971 10841791
17713,942 871 10841791
17714,448 194 10841791
17715,341 840 10841791
17716,823 950 10841792
17717,176 815 10841792
17718,144 121 10841792
17719,448 561 10841792
17720,652 27 108417925
17721,809 884 10841792
17722,823 193 10841792
17723,400 601 10841792
17724,204 498 10841792
17725,454 181 10841793
17726,341 711 10841793
17727,176 777 10841793
17728,561 448 10841793
17729,194 448 10841793
17730,823 498 10841793
17731,194 448 10841793
17732,341 157 10841793
17733,341 157 10841793
17734,341 157 10841793
17735,950 823 10841794
17736,448 569 10841794
17737,454 448 10841794
17738,679 396 10841794
17739,768 355 10841794
17740,561 448 10841794
17741,652 389 10841794
17742,711 341 10841795
17743,652 389 10841795
17744,823 950 10841795
17745,679 72 108417951
17746,199 569 10841795
17747,193 823 10841795
17748,448 299 10841795
17749,400 396 10841795
17750,392 475 10841795
17751,871 437 10841795
17752,809 884 10841796
17753,714 297 10841796
17754,871 942 10841796
17755,396 679 10841796
17756,809 448 10841796
17757,448 587 10841796
17758,400 974 10841796
17759,400 973 10841796
17760,871 783 10841796
17761,341 460 10841796
17762,475 392 10841796
17763,498 823 10841796
17764,67 475 108417967
17765,448 601 10841797
17766,400 402 10841797
17767,569 448 10841797
17768,204 498 10841797
17769,652 149 10841797
17770,973 400 10841797
17771,67 475 108417984
17772,448 971 10841798
17773,72 679 108417989
17774,199 975 10841799
17775,950 823 10841799
17776,448 973 10841799
17777,41 59 1084179929
17778,969 557 10841799
17779,448 297 10841799
17780,448 831 10841799
17781,853 976 10841799
17782,770 36 108417999
17783,777 176 10841800
17784,67 475 108418001
17785,831 448 10841800
17786,144 41 108418003
17787,783 871 10841800
17788,341 711 10841800
17789,204 498 10841801
17790,67 475 108418011
17791,973 448 10841801
17792,770 61 108418012
17793,72 967 108418012
17794,400 973 10841801
17795,9 652 1084180168
17796,9 601 1084180184
17797,67 475 108418019
17798,561 448 10841802
17799,204 777 10841802
17800,283 277 10841802
17801,679 72 108418029
17802,809 884 10841803
17803,277 283 10841803
17804,561 557 10841803
17805,283 928 10841803
17806,679 396 10841803
17807,283 815 10841803
17808,711 341 10841803
17809,448 454 10841803
17810,283 277 10841803
17811,297 714 10841803
17812,283 41 108418039
17813,977 346 10841804
17814,337 297 10841804
17815,297 448 10841804
17816,950 823 10841804
17817,181 454 10841804
17818,396 679 10841804
17819,337 966 10841804
17820,557 969 10841804
17821,297 337 10841805
17822,711 341 10841805
17823,679 396 10841805
17824,181 495 10841805
17825,823 193 10841805
17826,204 498 10841805
17827,448 569 10841805
17828,189 36 108418057
17829,277 283 10841805
17830,586 978 10841805
17831,823 498 10841806
17832,9 652 1084180607
17833,294 831 10841806
17834,561 448 10841806
17835,72 679 108418063
17836,189 144 10841806
17837,356 711 10841806
17838,204 181 10841806
17839,448 831 10841806
17840,823 950 10841806
17841,711 356 10841806
17842,823 950 10841806
17843,809 448 10841807
17844,41 978 108418072
17845,194 448 10841807
17846,204 777 10841807
17847,296 194 10841807
17848,973 400 10841807
17849,809 884 10841807
17850,561 448 10841807
17851,978 979 10841807
17852,561 448 10841808
17853,557 561 10841808
17854,308 561 10841808
17855,181 204 10841808
17856,356 711 10841808
17857,950 823 10841809
17858,711 356 10841809
17859,969 557 10841809
17860,67 978 108418096
17861,498 204 10841809
17862,204 181 10841809
17863,41 283 108418097
17864,396 679 10841810
17865,176 978 10841810
17866,396 679 10841810
17867,561 557 10841810
17868,212 439 10841810
17869,974 978 10841810
17870,679 396 10841810
17871,498 823 10841811
17872,448 244 10841811
17873,561 308 10841811
17874,831 448 10841811
17875,356 711 10841811
17876,561 448 10841812
17877,679 396 10841812
17878,448 254 10841812
17879,809 448 10841812
17880,204 498 10841812
17881,323 68 108418125
17882,980 831 10841812
17883,561 448 10841812
17884,396 679 10841812
17885,448 831 10841812
17886,323 638 10841812
17887,979 978 10841812
17888,557 969 10841813
17889,915 823 10841813
17890,194 296 10841813
17891,777 176 10841813
17892,193 823 10841813
17893,831 980 10841813
17894,68 323 108418139
17895,296 194 10841813
17896,448 809 10841814
17897,204 303 10841814
17898,969 557 10841814
17899,823 950 10841814
17900,831 448 10841814
17901,498 204 10841814
17902,396 679 10841814
17903,679 396 10841814
17904,561 448 10841814
17905,980 831 10841815
17906,679 396 10841815
17907,204 498 10841815
17908,194 296 10841815
17909,448 831 10841815
17910,823 498 10841815
17911,831 980 10841815
17912,557 561 10841815
17913,858 199 10841815
17914,448 561 10841816
17915,337 297 10841816
17916,9 652 1084181608
17917,495 498 10841816
17918,950 823 10841816
17919,448 831 10841816
17920,495 181 10841816
17921,121 144 10841816
17922,831 448 10841816
17923,831 448 10841817
17924,711 356 10841817
17925,708 940 10841845
17926,708 834 10841845
17927,199 858 10841845
17928,104 97 108418462
17929,297 337 10841846
17930,104 638 10841846
17931,539 840 10841847
17932,969 557 10841847
17933,124 713 10841847
17934,68 323 108418478
17935,124 617 10841848
17936,95 712 108418481
17937,831 981 10841848
17938,95 708 108418491
17939,704 978 10841849
17940,704 971 10841849
17941,189 36 108418502
17942,95 63 1084185028
17943,969 549 10841850
17944,124 712 10841850
17945,549 969 10841850
17946,686 621 10841850
17947,835 492 10841850
17948,199 978 10841851
17949,68 969 108418511
17950,704 943 10841851
17951,95 713 108418513
17952,189 144 10841851
17953,498 823 10841851
17954,95 938 108418519
17955,498 204 10841852
17956,969 549 10841852
17957,686 924 10841852
17958,969 68 108418525
17959,629 713 10841852
17960,644 378 10841852
17961,498 495 10841852
17962,683 9 1084185282
17963,686 498 10841852
17964,460 934 10841853
17965,95 345 108418531
17966,498 686 10841853
17967,68 969 108418535
17968,346 654 10841853
17969,346 977 10841853
17970,686 498 10841853
17971,686 621 10841854
17972,95 712 108418552
17973,498 194 10841855
17974,498 686 10841856
17975,917 103 10841856
17976,199 355 10841857
17977,199 355 10841857
17978,199 460 10841858
17979,569 448 10841859
17980,392 475 10841859
17981,41 815 108418592
17982,447 400 10841859
17983,569 199 10841859
17984,308 561 10841860
17985,662 625 10841860
17986,176 815 10841861
17987,823 193 10841861
17988,823 950 10841862
17989,546 831 10841862
17990,199 569 10841862
17991,687 97 108418634
17992,546 823 10841863
17993,283 41 108418635
17994,823 498 10841863
17995,95 638 108418636
17996,823 546 10841863
17997,103 969 10841863
17998,569 199 10841864
17999,823 915 10841864
18000,686 498 10841864
18001,498 686 10841864
18002,103 795 10841864
18003,546 823 10841865
18004,686 498 10841865
18005,199 569 10841865
18006,969 103 10841865
18007,961 42 108418654
18008,644 977 10841865
18009,969 961 10841865
18010,103 969 10841865
18011,823 546 10841866
18012,498 686 10841866
18013,103 708 10841866
18014,569 199 10841866
18015,546 460 10841866
18016,103 975 10841867
18017,498 823 10841867
18018,546 823 10841867
18019,103 587 10841867
18020,498 823 10841868
18021,625 662 10841868
18022,644 943 10841868
18023,176 975 10841869
18024,686 498 10841869
18025,498 881 10841869
18026,72 683 108418699
18027,475 392 10841870
18028,823 498 10841871
18029,199 569 10841871
18030,823 546 10841872
18031,823 498 10841872
18032,199 498 10841872
18033,569 199 10841873
18034,943 644 10841873
18035,686 498 10841873
18036,605 704 10841874
18037,605 272 10841874
18038,498 686 10841874
18039,847 140 10841874
18040,981 831 10842537
18041,913 884 10842539
18042,913 950 10842540
18043,250 53 108425403
18044,41 283 108425408
18045,193 913 10842541
18046,41 913 108425412
18047,41 975 108425423
18048,41 176 108425430
18049,981 817 10842543
18050,254 277 10842543
18051,103 973 10842544
18052,473 687 10842544
18053,103 841 10842544
18054,498 823 10842544
18055,498 823 10842545
18056,973 103 10842545
18057,103 973 10842545
18058,9 683 1084254676
18059,973 103 10842546
18060,294 103 10842547
18061,536 782 10842547
18062,536 940 10842547
18063,103 973 10842548
18064,596 400 10842549
18065,302 193 10842549
18066,973 103 10842550
18067,84 437 108425509
18068,596 103 10842551
18069,969 103 10842551
18070,9 282 1084255179
18071,9 978 1084255305
18072,9 977 1084255326
18073,561 557 10842554
18074,561 448 10842554
18075,445 296 10842554
18076,294 103 10842554
18077,204 498 10842554
18078,881 498 10842555
18079,199 445 10842555
18080,103 973 10842556
18081,561 448 10842556
18082,712 448 10842556
18083,445 199 10842556
18084,498 881 10842556
18085,973 103 10842556
18086,712 95 108425570
18087,561 308 10842557
18088,103 973 10842557
18089,969 103 10842558
18090,969 103 10842561
18091,250 53 108425610
18092,103 445 10842561
18093,250 358 10842563
18094,250 853 10842563
18095,199 445 10842564
18096,660 777 10842564
18097,204 498 10842565
18098,975 176 10842566
18099,697 966 10842566
18100,199 445 10842567
18101,697 725 10842567
18102,884 913 10842568
18103,939 638 10842570
18104,942 349 10842571
18105,454 448 10842571
18106,975 176 10842572
18107,103 658 10842573
18108,109 400 10842573
18109,834 708 10842574
18110,454 181 10842574
18111,176 975 10842574
18112,109 282 10842574
18113,942 454 10842574
18114,176 978 10842575
18115,41 975 108425761
18116,454 467 10842576
18117,686 163 10842576
18118,109 400 10842577
18119,942 454 10842577
18120,942 454 10842579
18121,44 834 108425807
18122,942 454 10842580
18123,204 498 10842582
18124,686 621 10842582
18125,942 454 10842583
18126,561 557 10842585
18127,189 712 10842586
18128,686 74 108425917
18129,372 396 10842594
18130,454 372 10842595
18131,741 758 10842595
18132,372 969 10842595
18133,821 475 10842596
18134,454 372 10842596
18135,969 372 10842596
18136,475 821 10842597
18137,142 144 10842597
18138,283 41 108425982
18139,821 475 10842599
18140,372 969 10842600
18141,204 498 10842600
18142,73 74 1084260112
18143,475 142 10842601
18144,454 372 10842601
18145,475 821 10842601
18146,95 712 108426018
18147,12 175 108426021
18148,44 189 108426027
18149,969 283 10842602
18150,73 773 108426032
18151,969 372 10842603
18152,12 599 108426034
18153,372 969 10842603
18154,454 372 10842604
18155,770 768 10842604
18156,975 199 10842605
18157,969 372 10842605
18158,658 103 10842605
18159,975 103 10842606
18160,12 73 1084260625
18161,12 599 108426066
18162,975 176 10842606
18163,821 475 10842606
18164,372 969 10842606
18165,176 975 10842606
18166,372 969 10842607
18167,975 590 10842608
18168,770 454 10842608
18169,964 590 10842608
18170,103 658 10842608
18171,969 372 10842609
18172,372 969 10842609
18173,590 975 10842609
18174,73 617 108426096
18175,372 969 10842609
18176,73 74 1084260995
18177,3 372 1084260995
18178,590 964 10842609
18179,250 599 10842611
18180,969 372 10842611
18181,826 925 10842611
18182,392 475 10842611
18183,809 448 10842612
18184,884 658 10842612
18185,975 590 10842612
18186,151 982 10842612
18187,242 297 10842612
18188,599 250 10842613
18189,12 599 108426139
18190,346 654 10842614
18191,12 73 1084261431
18192,242 913 10842615
18193,12 527 108426151
18194,242 63 108426154
18195,12 527 108426154
18196,242 389 10842615
18197,12 711 108426158
18198,12 711 108426158
18199,95 983 108426164
18200,12 817 108426168
18201,425 765 10842617
18202,297 242 10842617
18203,3 372 1084261737
18204,12 711 108426175
18205,686 372 10842617
18206,809 598 10842617
18207,388 513 10842618
18208,686 372 10842618
18209,103 983 10842619
18210,543 400 10842619
18211,12 599 108426190
18212,12 984 108426195
18213,513 388 10842619
18214,983 95 108426203
18215,766 41 108426205
18216,983 103 10842620
18217,686 372 10842620
18218,388 513 10842620
18219,766 400 10842620
18220,766 283 10842621
18221,103 983 10842621
18222,513 388 10842621
18223,12 711 108426221
18224,388 513 10842623
18225,956 183 10842623
18226,475 392 10842623
18227,513 388 10842623
18228,809 250 10842623
18229,12 711 108426238
18230,12 711 108426241
18231,766 638 10842624
18232,983 103 10842625
18233,103 817 10842625
18234,809 250 10842626
18235,12 711 108426263
18236,12 282 108426270
18237,12 711 108426273
18238,12 766 108426284
18239,12 711 108426287
18240,27 652 108426288
18241,809 250 10842628
18242,95 983 108426289
18243,263 762 10842629
18244,109 400 10842629
18245,639 400 10842629
18246,809 821 10842629
18247,12 713 108426306
18248,12 713 108426313
18249,983 95 108426315
18250,12 711 108426316
18251,762 263 10842632
18252,809 250 10842632
18253,109 719 10842632
18254,297 372 10842632
18255,639 590 10842632
18256,809 821 10842632
18257,762 562 10842633
18258,250 109 10842634
18259,372 297 10842634
18260,212 590 10842635
18261,297 372 10842635
18262,392 475 10842635
18263,762 513 10842636
18264,372 297 10842636
18265,12 711 108426368
18266,513 762 10842636
18267,297 513 10842636
18268,212 555 10842637
18269,297 372 10842638
18270,616 962 10842638
18271,513 297 10842638
18272,388 439 10842638
18273,800 616 10842638
18274,448 831 10842639
18275,297 513 10842639
18276,181 495 10842639
18277,983 985 10842640
18278,212 388 10842640
18279,448 569 10842640
18280,263 762 10842640
18281,181 454 10842640
18282,513 297 10842640
18283,975 296 10842641
18284,983 985 10842641
18285,448 712 10842641
18286,204 181 10842641
18287,181 783 10842641
18288,448 454 10842641
18289,915 823 10842642
18290,12 711 108426425
18291,41 817 108426427
18292,513 388 10842643
18293,985 983 10842643
18294,204 181 10842644
18295,388 513 10842644
18296,12 711 108426445
18297,783 181 10842644
18298,297 63 108426449
18299,263 762 10842644
18300,513 388 10842645
18301,95 983 108426457
18302,986 835 10842646
18303,372 297 10842647
18304,835 986 10842647
18305,448 987 10842647
18306,12 711 108426479
18307,388 212 10842647
18308,338 454 10842648
18309,250 513 10842648
18310,338 348 10842648
18311,338 348 10842648
18312,181 783 10842648
18313,338 475 10842648
18314,338 97 108426489
18315,448 392 10842649
18316,311 400 10842649
18317,513 250 10842649
18318,263 513 10842650
18319,372 988 10842650
18320,988 372 10842650
18321,448 835 10842650
18322,448 817 10842650
18323,212 388 10842651
18324,926 557 10842651
18325,392 448 10842651
18326,448 815 10842652
18327,681 513 10842652
18328,835 448 10842652
18329,681 987 10842652
18330,448 513 10842652
18331,372 766 10842653
18332,448 392 10842653
18333,95 311 108426540
18334,448 835 10842654
18335,513 448 10842654
18336,501 768 10842654
18337,12 969 108426544
18338,297 372 10842654
18339,681 513 10842654
18340,448 513 10842654
18341,986 681 10842654
18342,501 498 10842655
18343,627 762 10842655
18344,513 448 10842655
18345,392 815 10842655
18346,835 448 10842655
18347,392 448 10842655
18348,372 513 10842656
18349,372 988 10842656
18350,297 448 10842657
18351,448 513 10842657
18352,513 372 10842657
18353,627 388 10842657
18354,372 297 10842657
18355,448 835 10842657
18356,448 392 10842657
18357,388 627 10842657
18358,513 448 10842657
18359,388 627 10842657
18360,388 627 10842657
18361,627 388 10842658
18362,501 236 10842658
18363,12 969 108426581
18364,448 297 10842658
18365,627 762 10842658
18366,388 627 10842658
18367,297 448 10842658
18368,448 513 10842658
18369,181 783 10842658
18370,448 297 10842658
18371,297 372 10842658
18372,372 513 10842659
18373,372 297 10842659
18374,513 372 10842660
18375,297 372 10842660
18376,372 988 10842660
18377,372 513 10842660
18378,555 513 10842661
18379,681 388 10842661
18380,181 766 10842661
18381,681 388 10842661
18382,263 989 10842661
18383,204 181 10842661
18384,590 639 10842661
18385,590 212 10842662
18386,212 555 10842662
18387,681 988 10842662
18388,212 590 10842662
18389,181 513 10842663
18390,681 388 10842664
18391,181 204 10842664
18392,681 562 10842664
18393,681 562 10842664
18394,181 969 10842665
18395,263 843 10842665
18396,986 619 10842665
18397,372 769 10842665
18398,939 977 10842666
18399,583 557 10842666
18400,986 590 10842666
18401,783 181 10842666
18402,986 939 10842666
18403,681 590 10842668
18404,983 985 10842668
18405,590 681 10842669
18406,12 681 108426698
18407,969 181 10842669
18408,681 590 10842669
18409,985 983 10842670
18410,986 590 10842670
18411,542 840 10842670
18412,986 542 10842670
18413,986 984 10842671
18414,513 372 10842671
18415,986 542 10842671
18416,513 555 10842671
18417,12 681 108426718
18418,840 542 10842671
18419,181 783 10842672
18420,181 969 10842672
18421,939 364 10842672
18422,555 513 10842673
18423,555 840 10842673
18424,714 840 10842673
18425,513 555 10842673
18426,12 969 108426741
18427,181 840 10842674
18428,542 840 10842674
18429,840 555 10842674
18430,986 263 10842674
18431,840 714 10842674
18432,939 457 10842675
18433,12 513 108426754
18434,513 263 10842675
18435,969 181 10842675
18436,181 969 10842676
18437,372 513 10842676
18438,236 501 10842677
18439,236 501 10842677
18440,546 823 10842677
18441,236 501 10842677
18442,555 513 10842677
18443,513 372 10842677
18444,714 840 10842677
18445,513 555 10842678
18446,969 181 10842678
18447,263 513 10842679
18448,555 840 10842679
18449,191 815 10842680
18450,555 886 10842680
18451,683 72 108426809
18452,63 297 108426810
18453,63 242 108426813
18454,63 95 1084268184
18455,388 513 10842682
18456,63 990 108426824
18457,815 191 10842682
18458,191 874 10842682
18459,72 683 108426855
18460,191 815 10842685
18461,204 181 10842687
18462,191 501 10842688
18463,181 969 10842690
18464,783 181 10842693
18465,103 840 10842694
18466,639 555 10842695
18467,532 364 10842695
18468,103 151 10842695
18469,840 103 10842696
18470,103 840 10842697
18471,103 983 10842699
18472,985 983 10842700
18473,181 194 10842701
18474,539 985 10842702
18475,308 769 10842703
18476,539 985 10842704
18477,308 272 10842705
18478,308 311 10842706
18479,980 840 10842707
18480,439 131 10842710
18481,985 976 10842710
18482,439 212 10842712
18483,103 439 10842713
18484,504 542 10842715
18485,542 504 10842716
18486,546 766 10842717
18487,504 400 10842717
18488,103 504 10842717
18489,504 103 10842718
18490,103 783 10842718
18491,103 504 10842718
18492,42 543 108427235
18493,103 988 10842723
18494,42 964 108427244
18495,964 42 108427985
18496,934 460 10842820
